RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,savings,,,,interest,,
5643,15737778,Dickson,782,Spain,Female,41,4,0,1,1,0,132943.88,0,-132943.88,132943.88,6647.194,126296.686,66471.94,-66471.94,-3323.597
5644,15782096,Volkova,616,Spain,Female,36,6,0,1,1,1,12916.32,1,-12916.32,12916.32,645.816,12270.504,6458.16,-6458.16,-322.908
5645,15783522,Mitchell,738,Spain,Female,37,8,100565.94,1,1,1,128799.86,0,-28233.92,28233.92,6439.993,21793.927,64399.93,36166.01,1808.3005
5646,15785373,Wong,717,Spain,Female,42,5,190305.78,1,1,0,99347.8,1,90957.98,-90957.98,4967.39,-95925.37,49673.9,140631.88,7031.594
5647,15756272,James,526,Germany,Female,35,9,118536.4,1,1,0,40980.87,1,77555.53,-77555.53,2049.0435,-79604.5735,20490.435,98045.965,4902.29825
5648,15615245,Shao,660,France,Male,19,5,127649.64,1,1,1,40368.65,0,87280.99,-87280.99,2018.4325,-89299.4225,20184.325,107465.315,5373.26575
5649,15600174,Walton,525,France,Male,35,7,165358.77,1,0,1,94738.54,0,70620.23,-70620.23,4736.927,-75357.157,47369.27,117989.5,5899.475
5650,15752956,Stanley,629,Spain,Male,29,6,0,2,1,1,88842.8,0,-88842.8,88842.8,4442.14,84400.66,44421.4,-44421.4,-2221.07
5651,15644882,Watson,616,Germany,Female,36,10,78249.53,1,1,0,136934.91,0,-58685.38,58685.38,6846.7455,51838.6345,68467.455,9782.075,489.10375
5652,15766272,Folliero,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0,15837.43,-15837.43,5467.8265,-21305.2565,54678.265,70515.695,3525.78475
5653,15800620,Fitzgerald,691,France,Female,29,9,0,2,0,0,199635.93,0,-199635.93,199635.93,9981.7965,189654.1335,99817.965,-99817.965,-4990.89825
5654,15569764,Garner,687,Germany,Female,41,2,154007.21,1,1,0,158408.23,0,-4401.02,4401.02,7920.4115,-3519.3915,79204.115,74803.095,3740.15475
5655,15747458,Folliero,677,Spain,Female,43,3,133214.88,2,1,1,95936.84,0,37278.04,-37278.04,4796.842,-42074.882,47968.42,85246.46,4262.323
5656,15573171,Liao,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1,19514.1,-19514.1,6334.4415,-25848.5415,63344.415,82858.515,4142.92575
5657,15736769,Lucchesi,663,France,Female,27,9,0,2,1,0,150850.29,0,-150850.29,150850.29,7542.5145,143307.7755,75425.145,-75425.145,-3771.25725
5658,15763381,Chan,496,France,Male,30,0,90963.49,1,0,1,27802,0,63161.49,-63161.49,1390.1,-64551.59,13901,77062.49,3853.1245
5659,15814430,Ma,747,Spain,Male,41,9,0,1,1,0,32430.94,1,-32430.94,32430.94,1621.547,30809.393,16215.47,-16215.47,-810.7735
5660,15638607,Nwabugwu,546,France,Female,52,2,0,1,1,0,137332.37,1,-137332.37,137332.37,6866.6185,130465.7515,68666.185,-68666.185,-3433.30925
5661,15737133,P'eng,706,Spain,Male,68,4,114386.85,1,1,1,28601.68,0,85785.17,-85785.17,1430.084,-87215.254,14300.84,100086.01,5004.3005
5662,15613945,Andrews,472,France,Female,26,5,0,2,1,0,108411.66,0,-108411.66,108411.66,5420.583,102991.077,54205.83,-54205.83,-2710.2915
5663,15659937,Otutodilinna,703,France,Female,40,7,0,2,0,1,122518.5,0,-122518.5,122518.5,6125.925,116392.575,61259.25,-61259.25,-3062.9625
5664,15765287,Grant,850,France,Female,38,2,0,2,1,0,9015.07,0,-9015.07,9015.07,450.7535,8564.3165,4507.535,-4507.535,-225.37675
5665,15661723,Abramovich,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1,42827.7,-42827.7,4721.654,-47549.354,47216.54,90044.24,4502.212
5666,15766064,Komarova,559,France,Male,33,9,111060.05,2,1,0,110371.84,0,688.21,-688.21,5518.592,-6206.802,55185.92,55874.13,2793.7065
5667,15649616,Otutodilichukwu,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1,-16916.89,16916.89,7068.231,9848.659,70682.31,53765.42,2688.271
5668,15719017,Donaldson,672,France,Female,34,8,0,2,1,1,16245.25,0,-16245.25,16245.25,812.2625,15432.9875,8122.625,-8122.625,-406.13125
5669,15720919,Duggan,667,France,Male,42,7,0,1,0,1,108348.94,1,-108348.94,108348.94,5417.447,102931.493,54174.47,-54174.47,-2708.7235
5670,15706706,Chinwendu,648,Germany,Male,33,7,135310.41,2,0,1,171668.2,0,-36357.79,36357.79,8583.41,27774.38,85834.1,49476.31,2473.8155
5671,15709653,Hamilton,497,France,Male,32,8,0,2,1,0,67364.42,0,-67364.42,67364.42,3368.221,63996.199,33682.21,-33682.21,-1684.1105
5672,15805104,Smith,743,France,Female,73,6,0,2,0,1,107867.38,0,-107867.38,107867.38,5393.369,102474.011,53933.69,-53933.69,-2696.6845
5673,15622442,Mazzi,619,France,Male,29,5,0,2,1,0,194310.1,0,-194310.1,194310.1,9715.505,184594.595,97155.05,-97155.05,-4857.7525
5674,15572801,Krischock,639,Spain,Male,34,5,139393.19,2,0,0,33950.08,0,105443.11,-105443.11,1697.504,-107140.614,16975.04,122418.15,6120.9075
5675,15767598,Kent,540,Spain,Male,28,8,0,2,0,0,197588.32,0,-197588.32,197588.32,9879.416,187708.904,98794.16,-98794.16,-4939.708
5676,15757897,Binder,766,France,Female,26,3,104258.8,1,1,1,428.23,0,103830.57,-103830.57,21.4115,-103851.9815,214.115,104044.685,5202.23425
5677,15568104,Zubarev,749,France,Female,26,6,0,2,0,1,34948.77,0,-34948.77,34948.77,1747.4385,33201.3315,17474.385,-17474.385,-873.71925
5678,15763414,Degtyarev,655,Germany,Male,32,9,113447.01,1,1,0,82084.3,0,31362.71,-31362.71,4104.215,-35466.925,41042.15,72404.86,3620.243
5679,15732265,Obialo,630,France,Male,33,9,0,2,1,0,64804.59,0,-64804.59,64804.59,3240.2295,61564.3605,32402.295,-32402.295,-1620.11475
5680,15621974,Davydova,778,Germany,Female,33,4,111063.73,2,1,0,83556.65,0,27507.08,-27507.08,4177.8325,-31684.9125,41778.325,69285.405,3464.27025
5681,15803947,Teng,757,Germany,Female,30,6,161378.02,1,0,0,71926.28,1,89451.74,-89451.74,3596.314,-93048.054,35963.14,125414.88,6270.744
5682,15720706,Hsing,529,Spain,Female,39,2,82766.43,1,1,1,122925.44,0,-40159.01,40159.01,6146.272,34012.738,61462.72,21303.71,1065.1855
5683,15759290,Coleman,620,Spain,Male,29,9,0,2,1,0,13133.88,0,-13133.88,13133.88,656.694,12477.186,6566.94,-6566.94,-328.347
5684,15651664,Wilder,615,France,Female,61,1,104267.7,1,1,0,62845.64,1,41422.06,-41422.06,3142.282,-44564.342,31422.82,72844.88,3642.244
5685,15795132,Molineux,735,France,Female,25,3,91718.8,1,0,0,28411.23,0,63307.57,-63307.57,1420.5615,-64728.1315,14205.615,77513.185,3875.65925
5686,15811565,Cocci,705,Spain,Female,47,3,63488.7,1,0,1,28640.92,1,34847.78,-34847.78,1432.046,-36279.826,14320.46,49168.24,2458.412
5687,15713774,Chikwendu,644,Spain,Female,46,6,12459.19,1,0,0,156787.34,1,-144328.15,144328.15,7839.367,136488.783,78393.67,-65934.48,-3296.724
5688,15691840,Fraser,505,Germany,Female,37,6,159863.9,2,0,1,125307.87,0,34556.03,-34556.03,6265.3935,-40821.4235,62653.935,97209.965,4860.49825
5689,15682021,Lai,471,Germany,Male,23,6,104592.55,2,1,0,131736.23,0,-27143.68,27143.68,6586.8115,20556.8685,65868.115,38724.435,1936.22175
5690,15612931,Korovin,722,Spain,Female,50,4,132088.59,1,1,1,128262.14,0,3826.45,-3826.45,6413.107,-10239.557,64131.07,67957.52,3397.876
5691,15676707,Sidorov,577,Spain,Female,39,4,0,2,1,0,91366.42,0,-91366.42,91366.42,4568.321,86798.099,45683.21,-45683.21,-2284.1605
5692,15601383,Ibrahimova,744,Spain,Male,44,5,120654.68,1,1,0,82290.81,0,38363.87,-38363.87,4114.5405,-42478.4105,41145.405,79509.275,3975.46375
5693,15662662,Duigan,573,France,Female,30,6,0,2,1,0,66190.21,0,-66190.21,66190.21,3309.5105,62880.6995,33095.105,-33095.105,-1654.75525
5694,15752694,Taylor,653,France,Female,32,4,83772.95,1,0,1,23920.65,0,59852.3,-59852.3,1196.0325,-61048.3325,11960.325,71812.625,3590.63125
5695,15590683,Donaldson,660,France,Female,31,6,172325.67,1,0,1,45438.38,0,126887.29,-126887.29,2271.919,-129159.209,22719.19,149606.48,7480.324
5696,15773591,Jobson,787,France,Male,46,7,117685.31,2,1,1,93360.35,0,24324.96,-24324.96,4668.0175,-28992.9775,46680.175,71005.135,3550.25675
5697,15723620,Lu,617,France,Male,41,7,0,2,0,1,14496.67,0,-14496.67,14496.67,724.8335,13771.8365,7248.335,-7248.335,-362.41675
5698,15671779,Nebechi,567,France,Male,39,5,0,2,0,0,168521.72,0,-168521.72,168521.72,8426.086,160095.634,84260.86,-84260.86,-4213.043
5699,15672966,Cross,682,Spain,Female,64,9,0,2,1,1,103318.44,0,-103318.44,103318.44,5165.922,98152.518,51659.22,-51659.22,-2582.961
5700,15624667,Wallace,684,France,Male,35,6,135871.5,1,1,1,87219.41,0,48652.09,-48652.09,4360.9705,-53013.0605,43609.705,92261.795,4613.08975
5701,15812888,Perreault,447,France,Male,41,3,0,4,1,1,197490.39,1,-197490.39,197490.39,9874.5195,187615.8705,98745.195,-98745.195,-4937.25975
5702,15724154,Manna,625,Germany,Female,49,4,128504.76,1,1,0,126812.63,1,1692.13,-1692.13,6340.6315,-8032.7615,63406.315,65098.445,3254.92225
5703,15749540,Hsiung,585,France,Male,36,7,0,2,1,0,94283.09,0,-94283.09,94283.09,4714.1545,89568.9355,47141.545,-47141.545,-2357.07725
5704,15621063,Gibbons,516,France,Female,42,8,56228.25,1,1,0,46857.52,0,9370.73,-9370.73,2342.876,-11713.606,23428.76,32799.49,1639.9745
5705,15661626,Algeranoff,732,Germany,Female,45,6,98792.4,1,1,0,81491.7,1,17300.7,-17300.7,4074.585,-21375.285,40745.85,58046.55,2902.3275
5706,15698703,Doherty,628,Germany,Male,40,5,181768.32,2,1,1,129107.97,0,52660.35,-52660.35,6455.3985,-59115.7485,64553.985,117214.335,5860.71675
5707,15801431,Rowe,682,Spain,Female,48,9,101198.01,1,1,1,49732.9,0,51465.11,-51465.11,2486.645,-53951.755,24866.45,76331.56,3816.578
5708,15649451,Yates,746,France,Male,25,9,0,2,0,1,88728.47,0,-88728.47,88728.47,4436.4235,84292.0465,44364.235,-44364.235,-2218.21175
5709,15626156,Galloway,655,France,Female,60,3,0,2,1,1,86981.45,0,-86981.45,86981.45,4349.0725,82632.3775,43490.725,-43490.725,-2174.53625
5710,15606158,Genovese,644,France,Female,39,9,0,1,1,0,3740.93,0,-3740.93,3740.93,187.0465,3553.8835,1870.465,-1870.465,-93.52325
5711,15589496,Arrington,778,France,Male,34,5,139064.06,2,0,0,67949.32,0,71114.74,-71114.74,3397.466,-74512.206,33974.66,105089.4,5254.47
5712,15730345,Miah,617,France,Female,35,2,104508.1,1,1,1,147636.46,0,-43128.36,43128.36,7381.823,35746.537,73818.23,30689.87,1534.4935
5713,15572038,Chijindum,660,Germany,Male,35,9,113948.58,1,1,0,188891.96,1,-74943.38,74943.38,9444.598,65498.782,94445.98,19502.6,975.13
5714,15643439,Ferguson,537,France,Male,47,10,0,2,0,1,25482.62,0,-25482.62,25482.62,1274.131,24208.489,12741.31,-12741.31,-637.0655
5715,15604158,Smith,554,France,Female,39,10,0,2,1,1,18391.93,0,-18391.93,18391.93,919.5965,17472.3335,9195.965,-9195.965,-459.79825
5716,15657396,Marshall,806,France,Male,31,9,0,2,0,1,140168.36,0,-140168.36,140168.36,7008.418,133159.942,70084.18,-70084.18,-3504.209
5717,15709478,P'an,611,Germany,Male,37,1,117524.72,2,0,1,161064.29,0,-43539.57,43539.57,8053.2145,35486.3555,80532.145,36992.575,1849.62875
5718,15628824,Burton,665,France,Female,37,5,160389.82,1,0,1,183542.08,0,-23152.26,23152.26,9177.104,13975.156,91771.04,68618.78,3430.939
5719,15814519,Kamdibe,648,France,Female,37,7,0,2,1,0,194238.92,0,-194238.92,194238.92,9711.946,184526.974,97119.46,-97119.46,-4855.973
5720,15636520,Milani,692,France,Male,27,1,125547.53,1,0,0,7900.46,0,117647.07,-117647.07,395.023,-118042.093,3950.23,121597.3,6079.865
5721,15794414,Forbes,507,Spain,Male,46,6,92783.68,1,1,1,51424.29,0,41359.39,-41359.39,2571.2145,-43930.6045,25712.145,67071.535,3353.57675
5722,15643671,Chiekwugo,696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1,-55414.62,55414.62,7622.542,47792.078,76225.42,20810.8,1040.54
5723,15700650,Cousens,681,France,Male,34,3,0,2,0,0,55816.2,0,-55816.2,55816.2,2790.81,53025.39,27908.1,-27908.1,-1395.405
5724,15680224,Ross,687,France,Female,26,6,0,2,1,1,32909.13,0,-32909.13,32909.13,1645.4565,31263.6735,16454.565,-16454.565,-822.72825
5725,15784286,Wood,641,Spain,Male,40,5,102145.13,1,1,1,100637.07,0,1508.06,-1508.06,5031.8535,-6539.9135,50318.535,51826.595,2591.32975
5726,15693996,Hawks,507,France,Female,33,1,113452.66,1,0,0,142911.99,0,-29459.33,29459.33,7145.5995,22313.7305,71455.995,41996.665,2099.83325
5727,15764343,T'ien,688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0,129394.51,-129394.51,1314.3605,-130708.8705,13143.605,142538.115,7126.90575
5728,15704168,Ting,535,Germany,Male,38,8,127475.24,1,0,0,60775.76,1,66699.48,-66699.48,3038.788,-69738.268,30387.88,97087.36,4854.368
5729,15680197,Thynne,701,France,Male,41,10,0,2,1,1,146257.77,0,-146257.77,146257.77,7312.8885,138944.8815,73128.885,-73128.885,-3656.44425
5730,15633729,Wang,488,France,Male,43,10,112751.13,1,1,1,28332,0,84419.13,-84419.13,1416.6,-85835.73,14166,98585.13,4929.2565
5731,15577683,Maclean,539,France,Female,29,4,0,2,1,1,100919.19,0,-100919.19,100919.19,5045.9595,95873.2305,50459.595,-50459.595,-2522.97975
5732,15800746,Watson,674,France,Male,45,7,144889.18,1,1,1,102591.9,1,42297.28,-42297.28,5129.595,-47426.875,51295.95,93593.23,4679.6615
5733,15788686,Gibson,538,Spain,Male,40,8,0,2,1,1,25554.4,0,-25554.4,25554.4,1277.72,24276.68,12777.2,-12777.2,-638.86
5734,15742798,French,829,France,Female,22,7,150126.44,1,1,0,152107.93,1,-1981.49,1981.49,7605.3965,-5623.9065,76053.965,74072.475,3703.62375
5735,15596647,Henderson,768,France,Male,54,8,69712.74,1,1,1,69381.05,0,331.69,-331.69,3469.0525,-3800.7425,34690.525,35022.215,1751.11075
5736,15756070,Greenwood,585,Spain,Female,44,4,0,2,0,1,101728.46,0,-101728.46,101728.46,5086.423,96642.037,50864.23,-50864.23,-2543.2115
5737,15775116,Anderson,581,France,Male,31,3,0,2,0,0,89040.61,0,-89040.61,89040.61,4452.0305,84588.5795,44520.305,-44520.305,-2226.01525
5738,15575428,Mistry,682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0,100527.94,-100527.94,845.549,-101373.489,8455.49,108983.43,5449.1715
5739,15654074,Tuan,653,France,Male,38,8,119315.75,1,1,0,150468.35,0,-31152.6,31152.6,7523.4175,23629.1825,75234.175,44081.575,2204.07875
5740,15695872,Fiorentini,712,France,Female,30,1,89571.59,1,1,1,177613.19,0,-88041.6,88041.6,8880.6595,79160.9405,88806.595,764.995,38.24975
5741,15568885,Scott,620,Germany,Female,34,8,102251.57,1,1,0,120672.09,0,-18420.52,18420.52,6033.6045,12386.9155,60336.045,41915.525,2095.77625
5742,15725036,Jideofor,709,France,Male,42,9,118546.71,1,0,1,77142.85,0,41403.86,-41403.86,3857.1425,-45261.0025,38571.425,79975.285,3998.76425
5743,15632665,Yevseyev,832,France,Male,61,2,0,1,0,1,127804.66,1,-127804.66,127804.66,6390.233,121414.427,63902.33,-63902.33,-3195.1165
5744,15571476,Kelly,635,Spain,Male,38,0,103257.14,1,0,0,158344.63,0,-55087.49,55087.49,7917.2315,47170.2585,79172.315,24084.825,1204.24125
5745,15776850,Smith,749,Spain,Female,43,1,124209.02,1,1,1,167179.48,0,-42970.46,42970.46,8358.974,34611.486,83589.74,40619.28,2030.964
5746,15623649,Ogle,629,Spain,Male,32,3,0,2,1,1,15404.64,0,-15404.64,15404.64,770.232,14634.408,7702.32,-7702.32,-385.116
5747,15751131,Moss,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0,-5733.35,5733.35,7801.8095,-2068.4595,78018.095,72284.745,3614.23725
5748,15688128,Loggia,542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0,-36071.21,36071.21,7236.257,28834.953,72362.57,36291.36,1814.568
5749,15678412,Nwankwo,645,France,Female,45,8,85325.93,1,0,0,22558.74,0,62767.19,-62767.19,1127.937,-63895.127,11279.37,74046.56,3702.328
5750,15770291,Allan,844,France,Female,29,8,0,2,0,0,147342.03,0,-147342.03,147342.03,7367.1015,139974.9285,73671.015,-73671.015,-3683.55075
5751,15583392,Woronoff,747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1,50305.91,-50305.91,4273.5225,-54579.4325,42735.225,93041.135,4652.05675
5752,15690731,Wolfe,645,France,Male,40,6,131411.24,1,1,1,194656.11,0,-63244.87,63244.87,9732.8055,53512.0645,97328.055,34083.185,1704.15925
5753,15697948,Henderson,752,Spain,Female,36,3,0,2,1,1,48505.1,0,-48505.1,48505.1,2425.255,46079.845,24252.55,-24252.55,-1212.6275
5754,15608328,Sutherland,760,Spain,Female,41,6,0,2,0,0,101491.23,0,-101491.23,101491.23,5074.5615,96416.6685,50745.615,-50745.615,-2537.28075
5755,15766378,Marsden,714,Germany,Female,45,9,106431.97,2,1,1,164117.69,0,-57685.72,57685.72,8205.8845,49479.8355,82058.845,24373.125,1218.65625
5756,15600813,Hyde,717,France,Male,50,9,90305.76,1,1,1,124626.57,0,-34320.81,34320.81,6231.3285,28089.4815,62313.285,27992.475,1399.62375
5757,15706217,Kao,645,Germany,Male,28,7,117466.03,2,1,1,34490.06,0,82975.97,-82975.97,1724.503,-84700.473,17245.03,100221,5011.05
5758,15601417,T'ang,681,France,Male,32,3,148884.47,2,1,1,90967.37,0,57917.1,-57917.1,4548.3685,-62465.4685,45483.685,103400.785,5170.03925
5759,15610972,Crawford,681,Germany,Female,44,4,91115.76,2,0,0,24208.84,1,66906.92,-66906.92,1210.442,-68117.362,12104.42,79011.34,3950.567
5760,15674620,Dilibe,679,Germany,Female,37,8,77373.87,2,0,1,174873.09,0,-97499.22,97499.22,8743.6545,88755.5655,87436.545,-10062.675,-503.13375
5761,15785350,Austin,528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0,-65518.08,65518.08,8513.1485,57004.9315,85131.485,19613.405,980.67025
5762,15749119,Santiago,710,France,Female,31,3,0,2,1,1,112289.06,0,-112289.06,112289.06,5614.453,106674.607,56144.53,-56144.53,-2807.2265
5763,15756535,Chibugo,733,Germany,Male,39,5,91538.51,1,1,1,93783,0,-2244.49,2244.49,4689.15,-2444.66,46891.5,44647.01,2232.3505
5764,15700965,Toscano,724,France,Female,32,6,0,2,1,1,150026.79,0,-150026.79,150026.79,7501.3395,142525.4505,75013.395,-75013.395,-3750.66975
5765,15791851,Afanasyeva,726,France,Female,34,0,185734.75,1,1,1,102036.82,0,83697.93,-83697.93,5101.841,-88799.771,51018.41,134716.34,6735.817
5766,15717156,Sokolov,520,France,Male,30,3,143396.54,2,1,1,898.51,0,142498.03,-142498.03,44.9255,-142542.9555,449.255,142947.285,7147.36425
5767,15740846,Wei,556,France,Male,40,5,125909.85,1,1,1,95124.4,0,30785.45,-30785.45,4756.22,-35541.67,47562.2,78347.65,3917.3825
5768,15573284,Olisanugo,579,France,Female,45,2,0,2,0,0,11514.39,0,-11514.39,11514.39,575.7195,10938.6705,5757.195,-5757.195,-287.85975
5769,15729083,Gorman,674,France,Male,36,2,154525.7,1,0,1,27468.72,0,127056.98,-127056.98,1373.436,-128430.416,13734.36,140791.34,7039.567
5770,15611612,Priestley,570,France,Female,29,0,0,1,1,0,37092.43,0,-37092.43,37092.43,1854.6215,35237.8085,18546.215,-18546.215,-927.31075
5771,15694381,Lloyd,631,France,Male,51,8,100654.8,1,1,0,171587.9,0,-70933.1,70933.1,8579.395,62353.705,85793.95,14860.85,743.0425
5772,15651737,Salmond,623,Spain,Male,44,1,83325.77,1,0,1,80828.78,0,2496.99,-2496.99,4041.439,-6538.429,40414.39,42911.38,2145.569
5773,15663168,MacDonald,665,France,Male,35,8,110934.54,1,1,0,169287.99,0,-58353.45,58353.45,8464.3995,49889.0505,84643.995,26290.545,1314.52725
5774,15643426,Robertson,523,Spain,Female,36,8,113680.54,1,0,0,13197.44,0,100483.1,-100483.1,659.872,-101142.972,6598.72,107081.82,5354.091
5775,15618245,Chukwumaobim,706,Germany,Male,31,1,117020.08,2,1,0,54439.53,0,62580.55,-62580.55,2721.9765,-65302.5265,27219.765,89800.315,4490.01575
5776,15717527,Ifeanacho,619,France,Female,49,9,145359.99,1,1,0,38186.85,0,107173.14,-107173.14,1909.3425,-109082.4825,19093.425,126266.565,6313.32825
5777,15793478,Li Fonti,593,Germany,Female,39,8,151391.68,1,1,0,27274.6,1,124117.08,-124117.08,1363.73,-125480.81,13637.3,137754.38,6887.719
5778,15642248,Ko,608,Spain,Male,66,8,123935.35,1,1,1,65758.19,0,58177.16,-58177.16,3287.9095,-61465.0695,32879.095,91056.255,4552.81275
5779,15640377,Goloubev,526,France,Female,36,0,0,2,1,0,97767.63,0,-97767.63,97767.63,4888.3815,92879.2485,48883.815,-48883.815,-2444.19075
5780,15723950,Kruglov,684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1,-45177.82,45177.82,5773.442,39404.378,57734.42,12556.6,627.83
5781,15590327,Liao,604,Germany,Female,42,10,166031.45,1,1,0,98293.14,0,67738.31,-67738.31,4914.657,-72652.967,49146.57,116884.88,5844.244
5782,15706199,White,636,Germany,Male,36,6,96643.32,1,0,0,182059.28,0,-85415.96,85415.96,9102.964,76312.996,91029.64,5613.68,280.684
5783,15671514,Sinclair,669,Spain,Female,33,8,0,2,0,1,128538.05,0,-128538.05,128538.05,6426.9025,122111.1475,64269.025,-64269.025,-3213.45125
5784,15727041,Fiorentini,624,France,Male,71,7,0,2,1,1,108841.83,0,-108841.83,108841.83,5442.0915,103399.7385,54420.915,-54420.915,-2721.04575
5785,15738063,Shen,631,France,Male,29,2,0,2,1,1,18581.84,0,-18581.84,18581.84,929.092,17652.748,9290.92,-9290.92,-464.546
5786,15711733,Rapuokwu,753,France,Male,48,4,0,2,0,1,146821.42,0,-146821.42,146821.42,7341.071,139480.349,73410.71,-73410.71,-3670.5355
5787,15652320,Woronoff,588,France,Male,40,5,0,2,0,0,100727.68,0,-100727.68,100727.68,5036.384,95691.296,50363.84,-50363.84,-2518.192
5788,15634180,Holden,729,Germany,Male,26,4,97268.1,2,1,0,39356.38,0,57911.72,-57911.72,1967.819,-59879.539,19678.19,77589.91,3879.4955
5789,15694566,Roberts,602,France,Female,42,10,0,2,0,0,169921.11,1,-169921.11,169921.11,8496.0555,161425.0545,84960.555,-84960.555,-4248.02775
5790,15726103,Tsou,689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1,33932.06,-33932.06,2118.2375,-36050.2975,21182.375,55114.435,2755.72175
5791,15646351,Somerville,486,Spain,Male,27,7,0,2,1,0,28823.04,0,-28823.04,28823.04,1441.152,27381.888,14411.52,-14411.52,-720.576
5792,15730044,Greco,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1,-117938.87,117938.87,9121.8405,108817.0295,91218.405,-26720.465,-1336.02325
5793,15795186,Leonard,562,France,Male,38,5,0,1,1,0,115700.2,0,-115700.2,115700.2,5785.01,109915.19,57850.1,-57850.1,-2892.505
5794,15784890,McKenzie,763,Spain,Female,32,8,0,2,1,0,16725.53,0,-16725.53,16725.53,836.2765,15889.2535,8362.765,-8362.765,-418.13825
5795,15694125,McElhone,669,France,Male,57,5,0,2,1,1,56875.76,0,-56875.76,56875.76,2843.788,54031.972,28437.88,-28437.88,-1421.894
5796,15565891,Dipietro,709,France,Male,39,8,0,2,1,0,56214.09,0,-56214.09,56214.09,2810.7045,53403.3855,28107.045,-28107.045,-1405.35225
5797,15674254,Kerr,554,Spain,Female,45,4,0,2,1,1,193412.05,0,-193412.05,193412.05,9670.6025,183741.4475,96706.025,-96706.025,-4835.30125
5798,15775206,Hunter,699,France,Male,37,10,0,2,0,0,83263.04,0,-83263.04,83263.04,4163.152,79099.888,41631.52,-41631.52,-2081.576
5799,15797627,Niehaus,732,Spain,Male,54,0,134249.7,1,0,1,13404.4,0,120845.3,-120845.3,670.22,-121515.52,6702.2,127547.5,6377.375
5800,15649853,Craig,625,France,Female,45,3,0,1,1,1,184474.15,1,-184474.15,184474.15,9223.7075,175250.4425,92237.075,-92237.075,-4611.85375
5801,15610379,Barclay-Harvey,599,France,Male,30,9,105443.68,1,1,1,121124.53,0,-15680.85,15680.85,6056.2265,9624.6235,60562.265,44881.415,2244.07075
5802,15659800,Teng,584,Spain,Female,50,1,0,1,0,1,152567.75,1,-152567.75,152567.75,7628.3875,144939.3625,76283.875,-76283.875,-3814.19375
5803,15716236,Milani,499,France,Male,35,10,0,2,1,0,10722.54,0,-10722.54,10722.54,536.127,10186.413,5361.27,-5361.27,-268.0635
5804,15672053,Mistry,526,Spain,Male,38,2,0,2,0,0,58010.98,0,-58010.98,58010.98,2900.549,55110.431,29005.49,-29005.49,-1450.2745
5805,15663933,Jamieson,625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1,-77293.34,77293.34,8172.04,69121.3,81720.4,4427.06,221.353
5806,15814236,Kay,537,Spain,Female,38,1,96939.06,1,1,1,102606.92,0,-5667.86,5667.86,5130.346,537.514,51303.46,45635.6,2281.78
5807,15583597,Ikedinachukwu,696,Spain,Male,47,1,106758.6,1,1,1,80591.18,0,26167.42,-26167.42,4029.559,-30196.979,40295.59,66463.01,3323.1505
5808,15607395,Holt,679,France,Female,33,9,112528.65,2,1,0,177362.45,0,-64833.8,64833.8,8868.1225,55965.6775,88681.225,23847.425,1192.37125
5809,15694556,Nkemakolam,684,France,Male,60,2,116563.58,1,1,0,120257.7,1,-3694.12,3694.12,6012.885,-2318.765,60128.85,56434.73,2821.7365
5810,15744109,Hartung,850,France,Male,32,4,0,1,1,1,180622.02,0,-180622.02,180622.02,9031.101,171590.919,90311.01,-90311.01,-4515.5505
5811,15800688,Ch'en,495,Spain,Female,42,7,0,2,0,0,130404.53,0,-130404.53,130404.53,6520.2265,123884.3035,65202.265,-65202.265,-3260.11325
5812,15810878,Baker,537,Spain,Female,38,6,141786.78,1,0,1,147797.54,0,-6010.76,6010.76,7389.877,-1379.117,73898.77,67888.01,3394.4005
5813,15587835,Osinachi,850,France,Male,41,3,136416.82,1,0,1,57844.26,0,78572.56,-78572.56,2892.213,-81464.773,28922.13,107494.69,5374.7345
5814,15763515,Shih,513,France,Male,30,5,0,2,1,0,162523.66,0,-162523.66,162523.66,8126.183,154397.477,81261.83,-81261.83,-4063.0915
5815,15725882,Feng,618,Germany,Female,40,1,133245.52,2,1,1,54495.82,0,78749.7,-78749.7,2724.791,-81474.491,27247.91,105997.61,5299.8805
5816,15788022,Sternberg,802,Germany,Female,41,4,90757.64,2,0,1,169183.66,0,-78426.02,78426.02,8459.183,69966.837,84591.83,6165.81,308.2905
